city_highest_avg_pm25,highest_avg_pm25_value,city_highest_avg_severity,highest_avg_severity_value,pct_high_risk,worst_aqi_hour,worst_aqi_hour_avg_pm25
Delhi ,153.80642201834863,Delhi ,5993.691743119266,100.0,2,100.476
